ticker,start_date,end_date,cumulative_return,annualized_return,annualized_volatility,max_drawdown
XLF,2015-01-02,2026-07-17,2.46898896646118,0.11383865745185062,0.21685232173793578,-0.42862551246673
XLK,2015-01-02,2026-07-17,8.721118183212045,0.2178972979403786,0.23983133037957735,-0.33559070625260246
XLE,2015-01-02,2026-07-17,1.2739880106474102,0.07380332873559037,0.29140373045854473,-0.668130369498305
