Metric,Week7_Strategy_Net,SPY_Benchmark,Equal_Weighted_Sectors,Strategy_minus_SPY,Strategy_minus_EqualWeight
Total_Return,0.239739341758191,0.4462690892162164,0.5231654576910167,-0.20652974745802538,-0.28342611593282574
CAGR,0.1071567927477459,0.1909882323430631,0.2205748227887887,-0.08383143959531722,-0.11341803004104281
Annualized_Volatility,0.1301169284549793,0.1661585511047431,0.1701066859800853,-0.036041622649763794,-0.039989757525106
Sharpe_0RF,0.8478422670497144,1.1346451309414087,1.2572016424181034,-0.2868028638916943,-0.40935937536838896
Sortino_0MAR,1.13875674043676,1.6812959919973127,1.7823534038180822,-0.5425392515605527,-0.6435966633813222
Max_Drawdown,-0.1803243877943811,-0.1875524271823024,-0.1911413598578308,0.007228039387921298,0.010816972063449698
Daily_Win_Rate,0.4868421052631579,0.5714285714285714,0.5695488721804511,-0.08458646616541349,-0.08270676691729323
