Signal_Date,Strategy,Asset,Target_Weight,Selected,Outperformance_Probability,Sector_Rank,Rank_Score_0_1,Macro_Regime,model
2024-05-31,Combined_Default,CASH,0.0,False,,,,Growth=Expansion|Inflation=High|Rate=Stable,Gradient_Boosting
2024-05-31,Combined_Default,XLE,0.44394792509369835,True,0.5544336789543988,2.0,0.5,Growth=Expansion|Inflation=High|Rate=Stable,Gradient_Boosting
2024-05-31,Combined_Default,XLF,0.0,False,0.5182365229801775,3.0,0.0,Growth=Expansion|Inflation=High|Rate=Stable,Gradient_Boosting
2024-05-31,Combined_Default,XLK,0.5560520749063017,True,0.6944372980580101,1.0,1.0,Growth=Expansion|Inflation=High|Rate=Stable,Gradient_Boosting
2024-06-28,Combined_Default,CASH,0.4,True,,,,Growth=Expansion|Inflation=High|Rate=Stable,Gradient_Boosting
2024-06-28,Combined_Default,XLE,0.0,False,0.4004991160508554,2.0,0.5,Growth=Expansion|Inflation=High|Rate=Stable,Gradient_Boosting
2024-06-28,Combined_Default,XLF,0.0,False,0.3572270137483188,3.0,0.0,Growth=Expansion|Inflation=High|Rate=Stable,Gradient_Boosting
2024-06-28,Combined_Default,XLK,0.6,True,0.7353419006410961,1.0,1.0,Growth=Expansion|Inflation=High|Rate=Stable,Gradient_Boosting
2024-07-31,Combined_Default,CASH,1.0,True,,,,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting
2024-07-31,Combined_Default,XLE,0.0,False,0.3683991597298055,1.0,1.0,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting
2024-07-31,Combined_Default,XLF,0.0,False,0.342623867107667,2.0,0.5,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting
2024-07-31,Combined_Default,XLK,0.0,False,0.3204035639131279,3.0,0.0,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting
2024-08-30,Combined_Default,CASH,1.0,True,,,,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting
2024-08-30,Combined_Default,XLE,0.0,False,0.3989387881589101,2.0,0.5,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting
2024-08-30,Combined_Default,XLF,0.0,False,0.3855060309660879,3.0,0.0,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting
2024-08-30,Combined_Default,XLK,0.0,False,0.4969167357890287,1.0,1.0,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting
2024-09-30,Combined_Default,CASH,1.0,True,,,,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting
2024-09-30,Combined_Default,XLE,0.0,False,0.4620960389098182,2.0,0.5,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting
2024-09-30,Combined_Default,XLF,0.0,False,0.4739514314642928,1.0,1.0,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting
2024-09-30,Combined_Default,XLK,0.0,False,0.4208487888114427,3.0,0.0,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting
2024-10-31,Combined_Default,CASH,0.4,True,,,,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting
2024-10-31,Combined_Default,XLE,0.0,False,0.4161895108846281,3.0,0.0,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting
2024-10-31,Combined_Default,XLF,0.6,True,0.6019001753299492,1.0,1.0,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting
2024-10-31,Combined_Default,XLK,0.0,False,0.4175621649415046,2.0,0.5,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting
2024-11-29,Combined_Default,CASH,0.0,False,,,,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting
2024-11-29,Combined_Default,XLE,0.49179942549506495,True,0.6063257128312,2.0,0.5,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting
2024-11-29,Combined_Default,XLF,0.0,False,0.5451961876967124,3.0,0.0,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting
2024-11-29,Combined_Default,XLK,0.508200574504935,True,0.6265462292635845,1.0,1.0,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting
2024-12-31,Combined_Default,CASH,0.0,False,,,,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting
2024-12-31,Combined_Default,XLE,0.5196957289631454,True,0.7042291651020606,1.0,1.0,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting
2024-12-31,Combined_Default,XLF,0.0,False,0.5784714470077031,3.0,0.0,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting
2024-12-31,Combined_Default,XLK,0.48030427103685464,True,0.6508505976411916,2.0,0.5,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting
2025-01-31,Combined_Default,CASH,0.4,True,,,,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting
2025-01-31,Combined_Default,XLE,0.0,False,0.4831073461335636,2.0,0.5,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting
2025-01-31,Combined_Default,XLF,0.0,False,0.3933257866104016,3.0,0.0,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting
2025-01-31,Combined_Default,XLK,0.6,True,0.5135437468683487,1.0,1.0,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting
2025-02-28,Combined_Default,CASH,0.0,False,,,,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting
2025-02-28,Combined_Default,XLE,0.5130234251199342,True,0.5353676985374081,1.0,1.0,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting
2025-02-28,Combined_Default,XLF,0.48697657488006585,True,0.5081864011847446,2.0,0.5,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting
2025-02-28,Combined_Default,XLK,0.0,False,0.3992028573556839,3.0,0.0,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting
2025-03-31,Combined_Default,CASH,0.0,False,,,,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting
2025-03-31,Combined_Default,XLE,0.5043069377971108,True,0.5837665303556464,1.0,1.0,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting
2025-03-31,Combined_Default,XLF,0.4956930622028893,True,0.5737954355884018,2.0,0.5,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting
2025-03-31,Combined_Default,XLK,0.0,False,0.3519394482409018,3.0,0.0,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting
2025-04-30,Combined_Default,CASH,1.0,True,,,,Growth=Contraction|Inflation=Moderate|Rate=Stable,Gradient_Boosting
2025-04-30,Combined_Default,XLE,0.0,False,0.3979906807956273,3.0,0.0,Growth=Contraction|Inflation=Moderate|Rate=Stable,Gradient_Boosting
2025-04-30,Combined_Default,XLF,0.0,False,0.4226643661565561,2.0,0.5,Growth=Contraction|Inflation=Moderate|Rate=Stable,Gradient_Boosting
2025-04-30,Combined_Default,XLK,0.0,False,0.450491254223373,1.0,1.0,Growth=Contraction|Inflation=Moderate|Rate=Stable,Gradient_Boosting
2025-05-30,Combined_Default,CASH,0.0,False,,,,Growth=Contraction|Inflation=Moderate|Rate=Stable,Gradient_Boosting
2025-05-30,Combined_Default,XLE,0.4708298795404353,True,0.6962848067101333,2.0,0.5,Growth=Contraction|Inflation=Moderate|Rate=Stable,Gradient_Boosting
2025-05-30,Combined_Default,XLF,0.0,False,0.5441073193218234,3.0,0.0,Growth=Contraction|Inflation=Moderate|Rate=Stable,Gradient_Boosting
2025-05-30,Combined_Default,XLK,0.5291701204595648,True,0.7825610290506698,1.0,1.0,Growth=Contraction|Inflation=Moderate|Rate=Stable,Gradient_Boosting
